b9a3f247-15e5-47a8-97ea-0ca947c5fab7,EDGAR R WASHINGTON,edgarwashington19@hotmail.com,male,23,253 Washington Pkwy Ste 105 WY 79125,USA,1414839443169,0,5,0,1,1,3,0,no
1e2c41f6-7604-4f7f-a795-ccddbffdc7ab,HERBERT Y RODRIGUEZ,herbertrodriguez92@hotmail.com,male,20,N/A,UK,1340435861326,2,4,0,0,0,4,0,no
5664d34a-4654-45a6-a47d-a937e25aca90,ROBERT U HARRIS,robertharris72@privacy.net,male,24,N/A,UK,1422716619435,9,13,1,0,2,10,0,no
ad46b11e-e69f-45f9-abb4-52d8d5d234e5,JOHN R BROWN,johnbrown89@privacy.net,male,21,3605 Highland Trl Fl 219 SC 74681,USA,1326967805716,412,80,8,7,17,48,11,yes
cc4ddc67-3a2e-4f62-8e98-5d77873f1fc3,HUGH N ROBERTSON,hughrobertson51@privacy.net,male,20,2133 Highland Ct Apt 588 OK 45859,USA,1427873115544,0,38,0,3,6,29,0,no
f983adfd-7fa3-4722-9260-46ca949ca4bf,CAROL N JOHNSON,caroljohnson32@yahoo.com,female,22,N/A,FRANCE,1283612029139,86,2,0,2,0,0,0,no
1d68042d-1589-4e73-a7b7-484c7f462ecf,DANIEL T SMYTHE,danielsmythe80@example.com,male,27,N/A,GERMANY,1453617551408,2,5,1,1,1,2,0,no
5378c164-c572-4ddb-b321-948d0dbaf647,SUSAN M MARTINEZ,susanmartinez44@hotmail.com,female,30,2763 Oak Ct Lbby 163 ND 88801,USA,1400350736421,0,45,19,21,3,2,0,no
a05a9bb6-df33-44d1-b3d9-24969495b3e6,ANNE M KIRBY,annekirby15@example.com,female,26,N/A,GERMANY,1263347646553,7,20,6,8,5,1,0,no
fc032f51-8312-4957-ad57-cf3a8f6f012d,ROBYN P SMITH,robynsmith96@privacy.net,female,18,N/A,UK,1373800722299,0,7,5,2,0,0,0,no
f3c1dac9-8aff-4beb-9b74-801e13bad0c6,HUGH L ABEL,hughabel82@privacy.net,male,22,1923 Linden Pl Ste 109 CA 49094,USA,1301125239457,0,0,0,0,0,0,0,no
abe60d45-dceb-4cb5-84de-8afd0624d70e,JAMES T LEE,jameslee13@privacy.net,male,24,N/A,GERMANY,1431710651832,417,1,0,0,0,1,0,no
5cc922a5-571c-4486-bb07-38222fe5eca2,DOROTHY P CLARKSON,dorothyclarkson40@yahoo.com,female,21,2543 Madison St Frnt 352 OH 83615,USA,1309738238204,3,3,2,1,0,0,0,no
dcfabf24-7345-4973-a9fa-c6f82377cbf9,MICHAEL H CLARKE,michaelclarke37@hotmail.com,male,18,3779 4th Circle Rm 249 NY 85328,USA,1396092960802,8,1,0,0,0,1,0,no
f52d20dd-e3f3-45a4-a825-55c7be00a58a,KIMBERLY F WASHINGTON,kimberlywashington87@privacy.net,female,23,2385 Highland Rdg Apt 167 MT 38728,USA,1280885569250,7,8,4,2,2,0,0,no
275f0a2f-4579-42d8-b3e3-9ed6f6d5ef64,ROGER C SMITH,rogersmith41@yahoo.com,male,22,N/A,UK,1451250897934,60,8,0,0,4,4,0,no
127bd97f-4e62-465f-983e-4301ede8281f,MATTHEW H LEE,matthewlee41@privacy.net,male,18,3481 Acacia St Lowr 295 TX 71113,USA,1301432996878,3,7,0,2,1,4,0,no
130e14bc-fea2-4ce0-ab43-d2e9734d0ab7,TABITHA O MARTIN,tabithamartin47@example.com,female,20,N/A,CANADA,1401278612460,0,0,0,0,0,0,0,no
64d46bb9-8879-494e-b4fe-0cbc4e98f4dc,ADAM V SMITH,adamsmith41@yahoo.com,male,22,3734 Highland Pl Fl 494 RI 58379,USA,1275826432158,5,83,6,9,10,58,0,no
40882a66-faf4-46a5-b4ab-47bd53bf0103,BRIAN Q ROBERTSON,brianrobertson22@hotmail.com,male,23,1829 Jackson Pl Lbby 915 KY 24119,USA,1352969666440,351,5,0,0,0,5,0,no
3400abd1-3c38-49e2-bb55-8f8d5ca2c4d7,JESSICA W JACKSON,jessicajackson4@yahoo.com,female,26,2063 Cranmer Rd Dept 798 IL 89670,USA,1293472533558,0,4,3,1,0,0,0,no
3bc6c12a-1b59-4822-9669-4ae32de9aaa0,HERBERT E BURROWS,herbertburrows49@yahoo.com,male,19,193 Birch Pkwy Rear 399 NH 91519,USA,1299500134949,6,9,0,2,1,6,0,no
f3cadf86-88d3-4768-a886-54067bc3878e,HUGH T DAVIS,hughdavis53@example.com,male,20,N/A,CANADA,1362916049121,0,0,0,0,0,0,0,no
3ba7ff61-a88e-4e5f-8f45-1c120bc84e29,ROGER R PETERSON,rogerpeterson70@msn.com,male,23,2539 2nd Trl Side 975 FL 10119,USA,1413167252731,1,5,0,1,2,2,0,no
33bbb387-a506-4b80-b349-9c136a4868de,PAUL R PETERSON,paulpeterson52@privacy.net,male,22,390 2nd Pl Lot 385 SC 79171,USA,1283618574034,3,2,0,0,0,2,0,no
c5426511-c9f3-40ba-8bad-0f762c62ebce,DANIEL X ANDREWS,danielandrews85@privacy.net,male,20,1679 Lincoln St Lowr 21 VA 91523,USA,1278334051712,6,8,1,1,1,5,0,no
f0963bca-5053-41f8-b62b-efd069148f31,BETTY Z KIRBY,bettykirby17@webmail.com,female,18,N/A,MEXICO,1392128900998,33,3,0,2,0,1,0,no
5d9af4e3-e61e-4c0c-8d61-749683f0f2ea,HUGH Y DAVIDSON,hughdavidson48@msn.com,male,18,1392 1st St Stop 374 MA 70520,USA,1370378284546,91,7,1,0,1,5,0,no
002a9c41-80df-4159-a48c-9baf74eba94a,MARK V LEWIS,marklewis32@yahoo.com,male,22,N/A,GERMANY,1371832008453,0,9,0,0,2,7,0,no
0dc943ad-56a5-4418-be8c-0fc142b3dfea,JUDITH X OATES,judithoates3@gmail.com,female,19,243 Franklin Rd Dept 133 MD 94866,USA,1342167781024,0,17,11,1,4,1,0,no
b67a1ccc-adfd-47eb-bd0c-dde62ecf88ab,TABITHA M WASHINGTON,tabithawashington96@webmail.com,female,22,N/A,CANADA,1370262177590,0,6,3,2,1,0,0,no
6aa435c0-6184-4369-9aa6-2bb5dfcb1613,JOSEPH C MARTINEZ,josephmartinez68@msn.com,male,22,3531 Larch Circle Spc 108 NH 49975,USA,1265914413010,7,0,0,0,0,0,0,no
1d39c7bf-4d29-4aab-bec2-316420c3c802,MICHAEL E MARTINEZ,michaelmartinez61@webmail.com,male,23,N/A,EGYPT,1303966369672,0,3,1,0,0,2,0,no
